dvit,genoPC1,genoPC2,genoPC3,genoPC4,species,country_sean,east_west,cultivar,vinif_type,dvit,length,x1_mean,y1_mean,x2_mean,y2_mean,x3_mean,y3_mean,x4_mean,y4_mean,x5_mean,y5_mean,x6_mean,y6_mean,x7_mean,y7_mean,x8_mean,y8_mean,x9_mean,y9_mean,x10_mean,y10_mean,oPC1_mean,oPC2_mean,x1_sd,y1_sd,x2_sd,y2_sd,x3_sd,y3_sd,x4_sd,y4_sd,x5_sd,y5_sd,x6_sd,y6_sd,x7_sd,y7_sd,x8_sd,y8_sd,x9_sd,y9_sd,x10_sd,y10_sd,oPC1_sd,oPC2_sd,x1_sd,y1_sd,x2_sd,y2_sd,x3_sd,y3_sd,x4_sd,y4_sd,x5_sd,y5_sd,x6_sd,y6_sd,x7_sd,y7_sd,x8_sd,y8_sd,x9_sd,y9_sd,x10_sd,y10_sd,oPC1_sd,oPC2_sd
DVIT_536,0.0603,-0.0957,0.0136,0.0143,vinifera,NA,NA,Thomuscat,table,DVIT 536,6,48.51833,-282.3227033,-101.5644283,551.0215867,-281.4786733,111.18025,206.9479867,139.776545,-567.00619,147.03042,477.3513617,353.4648917,-388.9022583,-270.5787833,473.9813017,-155.3677083,-507.9772767,-356.0221317,640.1298833,-238.1823883,-76.74831418,-119.1122664,32.93770978,49.53275256,38.94812206,63.17790664,61.78479385,58.85280514,58.4900911,82.23353142,45.72749151,63.6383607,37.24692851,69.1723172,40.78192891,28.68266117,57.25734633,34.68790599,41.61460506,32.88821974,34.31647765,76.66214392,73.17783274,15.52133513,4.117213722,6.19159407,4.868515258,7.89723833,7.723099231,7.356600643,7.311261387,10.27919143,5.715936438,7.954795088,4.655866064,8.646539649,5.097741114,3.585332647,7.157168291,4.335988249,5.201825632,4.111027467,4.289559706,9.58276799,9.147229092,1.940166892
DVIT_514,0.0272,0.0042,-0.0126,-0.0122,vinifera,NA,NA,Schiradzouli Blanc,table,DVIT 514,8,42.799673,-288.9511286,-86.78441325,609.6270708,-263.1231894,97.8129925,211.1898351,152.110074,-560.5616281,183.17251,463.6527214,358.4096706,-364.5316736,-304.2167143,445.884026,-179.840247,-497.216424,-401.3867028,608.6910778,-226.7375279,-43.6947234,-88.544556,20.09151857,25.05867203,63.01010459,81.0177544,52.15505583,63.13666316,31.15114592,93.31767896,72.50110844,19.83216862,62.50436032,47.26955435,56.49357971,28.18092698,46.22380592,31.16524192,35.31160802,66.84141715,24.2052061,34.74056277,64.92544712,0.180137081,2.511439822,3.132334004,7.876263074,10.1272193,6.519381979,7.892082895,3.893893239,11.66470987,9.062638555,2.479021077,7.81304504,5.908694294,7.061697464,3.522615873,5.77797574,3.89565524,4.413951002,8.355177144,3.025650762,4.342570347,8.11568089,0.022517135
DVIT_426,0.023,-0.0974,-0.0861,0.016,vinifera,NA,NA,July Muscat,table,DVIT 426,16,40.15464786,-250.3043525,-74.30130848,603.3950542,-245.8480976,79.42169068,221.260528,135.0280965,-619.6337646,187.2256058,503.4894095,345.4901792,-350.7846807,-317.6606163,426.6935379,-175.7104003,-498.6788722,-406.2694035,597.648599,-200.6158531,-2.93995235,-56.20467085,29.18312371,27.99912572,19.98105855,30.25503193,70.19469298,64.35052937,39.20082361,76.82814333,26.17726832,33.15364668,38.64522361,50.10142919,54.26460177,30.79223371,58.20539761,19.13785853,62.39426503,52.75078002,43.74740708,37.90063603,140.4665038,81.52603964,3.647890464,3.499890714,2.497632319,3.781878991,8.774336622,8.043816171,4.900102951,9.603517916,3.27215854,4.144205835,4.830652951,6.262678649,6.783075221,3.849029213,7.275674702,2.392232316,7.799283129,6.593847502,5.468425885,4.737579504,17.55831297,10.19075495
DVIT_472,0.0163,-0.0932,-0.0799,0.003,vinifera,NA,NA,Muscat Szauter,table,DVIT 472,8,22.00818625,-147.4053675,-128.15337,694.7438375,-303.0762663,100.79129,266.1051475,209.2797213,-607.241455,125.9548588,561.4413963,263.9065775,-321.0857313,-329.0631475,405.4861,-193.2910588,-385.9745588,-443.895355,490.4905525,-281.0213538,-53.2034223,203.7444985,9.962335461,22.71214605,48.99760727,78.24529195,46.41834577,39.55934402,49.80274264,47.76938122,20.47611812,38.01403499,47.12177551,39.49528906,25.2773349,32.14804965,26.49331783,19.15099818,40.31716194,37.73073571,46.39967599,35.43427359,7.748182611,24.38737329,1.245291933,2.839018256,6.124700909,9.780661494,5.802293221,4.944918003,6.22534283,5.971172653,2.559514765,4.751754373,5.890221939,4.936911133,3.159666862,4.018506206,3.311664729,2.393874773,5.039645243,4.716341963,5.799959499,4.429284199,0.968522826,3.048421661
DVIT_2162,0.0248,0.0189,-0.0083,-0.0733,vinifera,NA,NA,Syrian,table,DVIT 2162,8,24.3346295,-258.5173353,-102.7612319,601.508041,-263.3843515,100.4226928,226.8986803,202.9907844,-566.3498555,109.8434578,509.4551218,334.8741083,-392.0040141,-287.8693136,465.2120608,-184.4634193,-490.9046001,-379.1788499,589.5035609,-239.6101685,-90.99702316,-33.87741962,11.95697893,40.24929553,60.25367647,60.7313431,40.47447392,49.9937201,60.45338425,79.98539365,57.82251881,69.44671889,52.10237071,63.28522269,16.46907769,30.56332117,27.32746284,14.62624831,28.75664129,55.76899239,55.64508942,28.6239718,41.27510475,34.12525984,1.494622366,5.031161942,7.531709559,7.591417888,5.05930924,6.249215013,7.556673032,9.998174206,7.227814851,8.680839862,6.512796339,7.910652836,2.058634712,3.820415147,3.415932855,1.828281039,3.594580162,6.971124049,6.955636178,3.577996475,5.159388094,4.265657479
DVIT_380,0.05,-0.0422,-0.02,0.0126,vinifera,NA,NA,Cipro Nero,table,DVIT 380,8,50.03977088,-294.6826703,-99.99215575,603.7685965,-238.2964565,75.856697,180.4830263,95.21549075,-554.1688285,191.3363458,449.2543604,369.2296095,-395.7786026,-290.3413999,486.8176001,-167.517509,-513.5791519,-367.7427459,635.2204399,-215.1224071,-12.70394504,-162.2838761,19.98637489,34.49411444,60.34546366,48.99815939,65.19770681,61.62116621,17.17440787,45.80350675,27.67412926,41.02249008,22.41436495,50.53408396,44.58624886,17.72846799,41.28005218,37.82434112,36.82869129,16.50841592,33.64616426,43.10306017,1.455354769,1.786350996,2.498296861,4.311764305,7.543182957,6.124769924,8.149713351,7.702645777,2.146800984,5.725438344,3.459266158,5.12781126,2.801795619,6.316760495,5.573281108,2.216058499,5.160006522,4.728042641,4.603586411,2.06355199,4.205770532,5.387882522,0.181919346,0.223293875
DVIT_337,0.0394,0.0033,0.0073,0.0037,vinifera,NA,NA,Alloued Zeine,table,DVIT 337,8,33.79950675,-287.249857,-87.30022463,619.8201851,-244.4678836,51.48834625,216.6900396,156.9128184,-531.4730588,200.8545525,469.54462,388.346813,-368.5874399,-318.2134809,436.4662678,-188.1978706,-525.9869779,-408.9399363,601.3151529,-214.8215654,-17.45016242,-115.0935198,19.72954569,46.42762359,53.04064566,42.35674136,32.85181253,45.06812128,45.09214363,60.57324395,59.76571005,38.42379641,44.59120393,30.62111815,39.1945276,33.15008222,34.51791774,26.17612643,42.03993831,32.43473748,30.19791825,46.5365958,22.19415878,19.7157019,2.466193211,5.803452948,6.630080707,5.29459267,4.106476566,5.633515159,5.636517954,7.571655494,7.470713756,4.802974551,5.573900492,3.827639768,4.89931595,4.143760278,4.314739718,3.272015804,5.254992289,4.054342185,3.774739781,5.817074475,2.774269848,2.464462737
DVIT_1655,0.0434,-0.0645,-0.076,-0.0386,vinifera,NA,NA,Fuji,table,DVIT 1655,8,52.73648375,-299.866035,-89.38338,592.8447838,-256.622495,83.08483625,200.5151275,129.2932238,-567.7871938,202.3936563,450.3306238,354.2388138,-353.5706088,-295.3007775,450.1758863,-172.1059413,-505.3915163,-381.92211,618.9970688,-212.6604525,-23.50092474,-126.3310098,21.09432311,41.80328961,26.38046786,59.08493177,55.0158743,74.85986908,42.99275217,93.15822407,82.63797523,46.7271557,90.2529034,75.87276007,69.50445763,45.09665738,82.04409722,31.10449516,47.76243741,54.12518929,59.3519721,35.33375456,26.32987176,35.48158121,2.636790388,5.225411202,3.297558482,7.385616471,6.876984287,9.357483636,5.374094021,11.64477801,10.3297469,5.840894462,11.28161293,9.484095008,8.688057204,5.637082173,10.25551215,3.888061895,5.970304676,6.765648661,7.418996513,4.41671932,3.291233971,4.435197652
DVIT_497,0.037,-0.0038,-0.0506,-0.0259,vinifera,NA,NA,Rambola,table,DVIT 497,8,47.70850138,-305.6205086,-97.15830313,621.1649815,-273.3426513,79.22932363,244.9903454,176.5071731,-562.078861,162.9972699,486.7860278,339.3570965,-371.622668,-311.1314779,439.8242044,-176.4933635,-499.328845,-378.4400194,584.2222521,-207.5704741,-65.99567616,-76.50211975,21.75046795,28.02956326,39.81293264,64.68509186,56.00497974,66.84455825,36.55311278,42.90622274,77.16510091,70.54046188,68.77707377,39.22059551,60.23450081,24.02016156,59.62422411,25.62989071,34.72083814,44.53633172,29.69703971,46.90422573,46.32275055,0.439619022,2.718808494,3.503695407,4.976616579,8.085636483,7.000622467,8.355569781,4.569139098,5.363277842,9.645637613,8.817557735,8.597134221,4.902574438,7.529312601,3.002520196,7.453028014,3.203736338,4.340104767,5.567041465,3.712129963,5.863028217,5.790343819,0.054952378
DVIT_363,-0.0444,-0.0734,-0.0247,-0.0173,vinifera,NA,NA,Bucklands Sweetwater,table,DVIT 363,8,40.49110175,-246.0309729,-106.4621799,641.1267096,-283.1859786,104.0999674,242.6108521,180.9900178,-596.4949121,175.6963771,516.6722995,358.1457029,-330.7991381,-316.1983344,410.2854978,-193.3041426,-440.5463464,-429.1898273,547.4288028,-275.3354988,-36.16740789,52.89886051,24.9963386,48.06944514,39.20265116,45.86617945,45.19645642,35.31518613,37.25097006,58.87706159,26.40725127,66.18832109,54.20640451,47.5394641,46.45625338,26.72330454,49.8447111,22.65858609,43.52929046,65.76471096,33.34253355,52.37780629,53.29896225,71.55561996,3.124542325,6.008680643,4.900331395,5.733272431,5.649557052,4.414398267,4.656371258,7.359632699,3.300906409,8.273540137,6.775800564,5.942433013,5.807031673,3.340413067,6.230588888,2.832323262,5.441161307,8.22058887,4.167816694,6.547225787,6.662370282,8.944452495
DVIT_352,-0.013,-0.0276,-0.0342,0.016,vinifera,NA,NA,Bellino,table,DVIT 352,8,35.6017345,-225.9776819,-65.12083475,566.3238265,-279.9918189,122.3960323,210.8379808,215.1912346,-464.9429681,146.8625563,367.1138298,336.9477328,-356.8352994,-307.9393929,443.2275611,-205.7221796,-415.5870423,-380.2787456,525.6968598,-267.8033811,-137.5691526,-19.55513728,19.10612912,43.62857168,50.37795771,108.9252349,157.6268051,38.71724684,162.0300855,75.43027441,274.6873857,39.32701316,251.0225426,72.73564086,71.91263408,62.84679477,76.46298874,40.00431382,72.12411062,73.20766736,92.5728377,58.44915885,67.3999009,58.85959377,2.38826614,5.45357146,6.297244714,13.61565436,19.70335063,4.839655855,20.25376069,9.428784301,34.33592321,4.915876645,31.37781783,9.091955107,8.989079259,7.855849347,9.557873593,5.000539227,9.015513827,9.15095842,11.57160471,7.306144857,8.424987612,7.357449221
DVIT_2746,0.0442,-0.0722,0.0357,0.0057,vinifera,NA,NA,Fresno 32-68,table,DVIT 2746,16,34.12736219,-252.8033304,-105.7495244,608.3342241,-260.2942252,87.191161,219.8663553,187.5330096,-573.3458771,195.871455,487.6730983,359.8580555,-371.9001314,-316.5461551,448.3397415,-197.4864853,-448.5673886,-412.9761828,569.8505831,-258.9757591,-56.91912756,-15.38400411,28.41873636,39.30136972,69.05975813,69.5365221,79.83473535,71.6979606,49.99342515,90.44081966,60.04173938,55.42876443,74.31924895,46.03472304,32.57707455,26.11654673,33.73673874,27.76015296,43.38249071,32.68679133,31.47302603,33.86093246,84.5051758,55.10029458,3.552342045,4.912671215,8.632469767,8.692065263,9.979341919,8.962245075,6.249178144,11.30510246,7.505217422,6.928595553,9.289906118,5.75434038,4.072134319,3.264568341,4.217092343,3.47001912,5.422811339,4.085848916,3.934128253,4.232616558,10.56314698,6.887536823
DVIT_568,0.0179,-0.0451,-0.0507,0.0096,vinifera,NA,NA,Clotilde Prosperi,table,DVIT 568,8,47.65629288,-253.6472535,-92.1016175,631.8847545,-215.428485,39.54405738,226.0919633,147.5416719,-579.8163589,173.2033648,505.5412601,331.4789501,-421.1052389,-319.9663353,449.4259129,-148.133131,-497.8398408,-399.8198284,577.5761091,-202.0862456,-15.43331752,-74.89297677,18.32131065,33.73866939,39.53348987,48.61189492,71.29781774,55.50540328,56.1489033,62.54142405,24.82345085,40.53773312,53.39483109,49.78142631,27.65933976,18.34558839,36.60614769,47.28101674,30.99225092,28.5970352,48.83887748,39.81484091,28.98545618,60.86534372,2.290163831,4.217333674,4.941686234,6.076486865,8.912227217,6.93817541,7.018612913,7.817678006,3.102931356,5.06721664,6.674353886,6.222678288,3.45741747,2.293198549,4.575768461,5.910127093,3.874031365,3.5746294,6.104859685,4.976855113,3.623182022,7.608167965
DVIT_481,0.024,0.0129,-0.0459,-0.0524,vinifera,NA,NA,Olivette Rose,table,DVIT 481,16,37.26932356,-246.9818383,-75.40374131,598.7091459,-257.7308897,71.12566138,245.0140553,172.1986698,-595.0504682,129.7313287,492.9925751,307.6808659,-370.3257334,-279.0766888,439.4275341,-144.9807824,-533.7044024,-398.6356221,617.5117476,-209.77074,-47.77586677,-67.38681616,31.87618379,38.97033383,73.68452666,29.24808198,34.79900911,44.29270031,59.2469801,62.44684401,46.38672985,36.89201618,36.97524381,48.36826694,56.55221313,24.09982542,51.66169562,31.32593835,37.62124719,38.55029142,42.92115773,68.44541542,28.59495176,10.14284825,3.984522974,4.871291729,9.210565833,3.656010248,4.349876139,5.536587538,7.405872512,7.805855501,5.798341231,4.611502023,4.621905476,6.046033367,7.069026641,3.012478178,6.457711952,3.915742293,4.702655899,4.818786428,5.365144716,8.555676928,3.57436897,1.267856031
DVIT_385,0.0287,-0.0284,-0.0803,-0.0425,vinifera,NA,NA,Criolla Mesa,table,DVIT 385,8,28.57340063,-216.0047623,-100.7445939,639.0361234,-225.2881711,60.0781345,195.6274314,132.7628368,-582.7119263,140.1750913,511.0743243,356.553072,-382.9707526,-286.5664188,462.3781229,-166.8289564,-499.15137,-404.8559565,593.2135496,-254.3491789,10.38210072,-34.60566008,18.87796238,54.05815564,50.69404632,46.32110691,50.56947655,53.90792692,32.51879896,43.66078843,57.47136932,29.61664946,61.26713723,37.11434818,42.2347093,24.79530623,38.44099875,26.25684073,34.37286198,25.64672596,26.88986903,55.54169901,49.08900872,8.208803545,2.359745297,6.757269455,6.33675579,5.790138364,6.321184568,6.738490865,4.06484987,5.457598554,7.183921165,3.702081183,7.658392153,4.639293522,5.279338663,3.099413279,4.805124844,3.282105091,4.296607747,3.205840745,3.361233629,6.942712377,6.13612609,1.026100443
DVIT_2163,0.0448,-0.0632,0.0144,-0.0169,vinifera,NA,NA,Fresno 35-75,table,DVIT 2163,8,48.57909125,-310.2072275,-100.5301613,636.932145,-300.089655,85.36916625,228.8480375,164.9944513,-535.6433588,189.9456213,487.5359638,327.8087763,-384.0046088,-323.2072988,463.4121788,-169.9704525,-486.13863,-400.7040213,578.0311438,-200.961155,-82.10366869,-79.90198212,14.51700851,24.87998515,28.07071069,61.32491659,46.23599244,57.72234316,48.0864181,61.73412546,44.51432743,34.21834631,33.48177915,41.24229996,26.23990358,22.55770182,33.39959431,26.66667145,9.548187483,32.18494558,23.85245347,32.55702505,50.7635445,16.26343947,1.814626064,3.109998144,3.508838837,7.665614574,5.779499056,7.215292895,6.010802262,7.716765683,5.564290929,4.277293289,4.185222394,5.155287495,3.279987947,2.819712727,4.174949289,3.333333932,1.193523435,4.023118197,2.981556684,4.069628131,6.345443063,2.032929934
DVIT_410,0.0363,-0.118,-0.0157,0.0038,vinifera,NA,NA,Gold,table,DVIT 410,16,42.95091794,-227.4750521,-77.70654331,533.1543379,-285.9450231,133.5182526,244.2071771,230.4183833,-526.0168975,143.3384992,455.6951203,302.2758154,-381.6231889,-316.2281394,446.086858,-167.8276084,-455.210093,-398.626725,537.5616679,-232.5477648,-160.4443615,-13.67576047,20.55126202,68.73288862,62.12322515,87.19022212,110.0497722,31.70647925,114.9314925,54.88185223,196.0503652,32.98429227,185.3243972,67.8017235,76.68569356,54.8707625,79.30129102,41.37166513,89.88420985,63.97396416,96.14769388,80.08462381,18.11310081,18.29976444,2.568907753,8.591611078,7.765403144,10.89877777,13.75622153,3.963309906,14.36643656,6.860231529,24.50629565,4.123036534,23.16554965,8.475215438,9.585711695,6.858845312,9.912661378,5.171458142,11.23552623,7.99674552,12.01846173,10.01057798,2.264137602,2.287470554
DVIT_2177,0.0447,-0.0743,0.0414,0.0028,vinifera,NA,NA,Loose Perlette,table,DVIT 2177,8,31.59986613,-282.4298614,-135.9212419,597.9114051,-265.5733289,82.13317875,234.5247885,191.3791268,-603.1149091,143.8466738,552.0653688,310.5188394,-368.6125081,-277.7930008,433.3798061,-174.2609588,-456.6617868,-367.6854188,578.3139615,-223.6199803,-56.72063194,-11.5804721,24.64281765,46.71591835,53.04652796,67.88561328,74.90613984,65.00609662,50.92264584,64.9701712,56.43659745,50.44063641,58.87462992,58.65587113,70.75133092,35.13246292,73.78874644,59.56507023,28.16503834,36.58733614,26.04555522,58.22228496,41.79389294,0.482986354,3.080352206,5.839489794,6.630815995,8.48570166,9.36326748,8.125762077,6.36533073,8.1212714,7.054574682,6.305079551,7.35932874,7.331983892,8.843916365,4.391557866,9.223593305,7.445633778,3.520629793,4.573417017,3.255694403,7.27778562,5.224236617,0.060373294
DVIT_2696,0.0197,-0.0559,-0.022,-0.0204,vinifera,NA,NA,Bien Donnie,table,DVIT 2696,8,38.34508625,-222.652309,-80.94985638,577.6482796,-304.3285674,116.0750766,227.2990509,195.2546414,-585.3320704,157.0279863,513.1651841,330.982862,-379.4473869,-311.5719571,446.3549676,-176.0436135,-460.1248219,-418.5437215,585.0184129,-248.177241,-100.2034436,5.975074535,12.27858655,37.3471517,68.86320863,79.22734361,41.96273516,55.31284205,62.20432629,102.037114,42.76284277,37.72272187,48.95503875,48.21116722,42.78101524,42.02567385,58.33078331,26.88818819,33.96090534,38.65453692,17.86570058,49.95913643,16.73569319,12.49669194,1.534823319,4.668393962,8.607901078,9.903417952,5.245341895,6.914105256,7.775540786,12.75463926,5.345355347,4.715340233,6.119379843,6.026395903,5.347626905,5.253209231,7.291347914,3.361023524,4.245113168,4.831817115,2.233212572,6.244892054,2.091961649,1.562086492
DVIT_342,0.0105,0.0201,-0.0238,0.0037,vinifera,NA,NA,Appley Towers,table,DVIT 342,8,17.51164304,-154.8224307,-96.90747585,649.4001955,-315.2716101,145.3090247,250.1245196,232.5733076,-589.0530267,112.7041612,504.7666251,327.7457471,-325.9932754,-321.950382,413.3461049,-221.3377018,-379.1951021,-436.8058155,520.6715825,-332.8161074,-98.03944335,182.5000787,17.89399709,52.48861521,50.36921558,63.70600747,33.69794406,35.75540142,28.96659527,40.55298727,55.7246867,58.58596097,85.86119254,42.06609396,60.85161941,24.00667174,55.03774278,34.44185772,63.47420858,25.6991436,60.121134,39.36074563,43.50828133,34.31030913,2.236749636,6.561076901,6.296151948,7.963250934,4.212243007,4.469425178,3.620824409,5.069123408,6.965585838,7.323245122,10.73264907,5.258261745,7.606452426,3.000833967,6.879717847,4.305232215,7.934276073,3.212392951,7.51514175,4.920093204,5.438535166,4.288788641
DVIT_340,-0.0444,-0.0556,-0.0145,0.0509,vinifera,NA,NA,Angevine Oberlin,table,DVIT 340,8,32.290892,-185.0640121,-51.40622175,609.5936168,-375.5956168,147.0684295,278.4312176,258.1631826,-589.7250613,129.6551369,496.4322123,316.502731,-348.9998581,-351.9859394,438.8736559,-216.9368386,-395.4321583,-429.6575121,515.1309395,-277.3387944,-181.6898134,136.73269,16.06567392,37.8372963,59.10309412,42.53900672,17.71265783,27.73585892,19.37509436,30.47759856,36.32804059,46.68699244,26.41869337,40.12195557,27.80407469,25.68457239,35.68701294,23.50509919,31.47079231,38.01596505,37.96614377,32.85988692,15.6206099,31.89407481,2.00820924,4.729662038,7.387886765,5.31737584,2.214082228,3.466982365,2.421886796,3.80969982,4.541005074,5.835874055,3.302336672,5.015244446,3.475509337,3.210571549,4.460876618,2.938137399,3.933849039,4.751995632,4.745767971,4.107485865,1.952576237,3.986759351
DVIT_2900,0.0485,-0.0941,0.0319,-0.0083,vinifera,NA,NA,Diamond Muscat,table,DVIT 2900,8,41.16317125,-231.0721913,-82.0931525,622.8999588,-291.9503613,126.9417688,239.8936913,216.5632813,-624.7619138,159.9794188,525.5946763,309.4505313,-362.6624288,-336.3546013,459.1040325,-189.1436638,-425.7526975,-430.594865,521.4649825,-248.669635,-103.478185,74.26927549,37.88071585,22.86478518,41.60676527,12.74490363,43.17630118,44.96849863,24.98643318,47.58353461,47.0240385,19.52157283,40.7503733,23.94772044,16.12815701,23.89087155,29.10382565,41.12880552,22.09157385,33.18275685,29.46631131,46.51457521,39.35603685,7.341489602,4.735089481,2.858098148,5.200845659,1.593112954,5.397037648,5.621062329,3.123304147,5.947941826,5.878004812,2.440196604,5.093796663,2.993465055,2.016019627,2.986358944,3.637978206,5.14110069,2.761446732,4.147844606,3.683288913,5.814321902,4.919504606,0.9176862
DVIT_2536,0.0321,0.0355,0.0389,0.0185,vinifera,NA,NA,Dardari,table,DVIT 2536,6,58.48158833,-281.4474483,-96.966265,612.9352117,-283.4574767,125.7843467,220.8870567,187.9986617,-597.224165,199.732065,517.829085,354.6742217,-374.540245,-353.9326017,455.308355,-197.7505483,-418.05944,-407.174025,517.74151,-240.8198833,-89.15743132,17.35095107,17.88389144,31.96021064,65.3289823,39.58458317,23.6360588,38.38628302,34.94041081,59.73483556,22.93282436,38.63051562,32.109525,51.38442273,29.76719517,57.71012126,48.95737373,30.50693192,32.9343776,64.89828889,40.7080644,42.94090871,5.634028688,6.741525973,2.23548643,3.99502633,8.166122787,4.948072896,2.95450735,4.798285377,4.367551351,7.466854445,2.866603045,4.828814453,4.013690625,6.423052842,3.720899396,7.213765158,6.119671716,3.813366491,4.1167972,8.112286111,5.08850805,5.367613588,0.704253586,0.842690747
DVIT_2507,0.043,0.0239,0.0303,0.0018,vinifera,NA,NA,Neelilay,table,DVIT 2507,16,60.9532535,-338.3753039,-67.85565419,491.9475779,-273.9852051,133.0964551,215.9890108,201.5506365,-531.2888833,186.9249847,431.9686993,348.6262627,-432.4984174,-301.6252469,500.7361186,-156.6800922,-520.8585373,-374.0121672,616.8396144,-191.4531029,-171.7046531,-192.3399212,30.54761635,49.56831802,40.99567388,62.34312863,22.41824105,37.78741408,28.89791399,78.41506534,52.34117742,48.21897217,50.89565033,30.13933443,31.11780562,43.6767109,37.2736181,25.51072106,19.79803216,51.4134042,33.37038621,27.97483611,18.50379885,60.16097844,3.818452043,6.196039753,5.124459235,7.792891079,2.802280131,4.72342676,3.612239248,9.801883167,6.542647178,6.027371521,6.361956291,3.767416804,3.889725702,5.459588863,4.659202262,3.188840132,2.47475402,6.426675526,4.171298276,3.496854513,2.312974857,7.520122305
DVIT_356,0.0344,-0.0158,-0.0334,-0.0472,vinifera,NA,NA,Black Ferrara,table,DVIT 356,8,50.286505,-271.53535,-72.64736625,560.2026875,-277.09665,116.0022413,237.7417825,207.8610575,-583.2284338,160.4515938,502.5394788,320.4179225,-417.3313213,-326.2226575,480.8160225,-163.3183413,-488.1998925,-401.9471963,567.11987,-201.9119625,-136.4777818,-60.16673355,20.18875808,24.15945118,65.97395287,40.4141453,37.16106674,29.55120437,35.0497042,72.11826939,57.21565186,28.55604459,44.87961695,31.04486372,31.08502694,38.20806499,34.81818445,43.84142357,22.68145333,47.21925455,37.70812129,46.45857105,26.26230385,7.415511281,2.523594761,3.019931397,8.246744109,5.051768162,4.645133343,3.693900547,4.381213025,9.014783674,7.151956483,3.569505574,5.609952118,3.880607965,3.885628367,4.776008123,4.352273057,5.480177946,2.835181667,5.902406819,4.713515161,5.807321381,3.282787981,0.92693891
DVIT_2902,0.0438,-0.0463,0.0263,-0.0121,vinifera,NA,NA,Summer Muscat,table,DVIT 2902,8,38.99277,-207.4156688,-144.2077325,647.1518688,-279.1576675,121.6089925,239.1639288,210.9739338,-578.3111438,142.4975063,529.907085,337.4047013,-344.99654,-308.7884275,417.6299788,-208.756755,-422.3480663,-423.81892,543.3273875,-310.8572288,-61.71527621,104.1264689,23.09595475,20.15348483,74.52412162,37.3546028,37.67230087,59.39100284,39.5998396,55.72859954,59.2002143,51.57461377,49.52437513,47.2611304,34.52348259,32.88101195,50.63153597,23.79564491,29.90589866,34.68666158,24.43756549,33.66616811,89.61964833,9.907075311,2.886994344,2.519185604,9.315515203,4.66932535,4.709037608,7.423875355,4.94997995,6.966074943,7.400026787,6.446826721,6.190546891,5.9076413,4.315435324,4.110126494,6.328941996,2.974455613,3.738237333,4.335832698,3.054695686,4.208271014,11.20245604,1.238384414
DVIT_2657,0.0095,-0.0324,0.1136,-0.009,vinifera,NA,NA,Tarrango I,table,DVIT 2657,8,38.3692525,-212.366722,-64.12241788,641.8922959,-332.4884174,127.9369673,246.5742699,202.9384103,-616.2574029,136.7891594,513.955514,304.0014308,-346.4923145,-313.4913214,445.2104575,-179.4536163,-411.5715828,-441.5594356,526.8226413,-266.6871695,-102.4764733,106.3530039,18.14204542,39.73482575,63.55021388,63.48051405,39.36189853,27.95532354,28.63849164,47.62568698,42.04379912,26.6572737,23.10114099,25.40703978,53.02517766,28.79240913,64.44510109,41.46934904,43.79196788,44.32760238,36.43348714,38.85997708,1.853870914,46.27638363,2.267755677,4.966853218,7.943776735,7.935064256,4.920237317,3.494415442,3.579811455,5.953210873,5.255474889,3.332159213,2.887642624,3.175879973,6.628147208,3.599051141,8.055637636,5.18366863,5.473995986,5.540950297,4.554185892,4.857497135,0.231733864,5.784547954
DVIT_538,0.0393,-0.0054,0.0393,0.0257,vinifera,NA,NA,Tscharas,table,DVIT 538,8,17.22975275,-203.8763254,-28.56270013,634.619831,-323.761705,145.8067871,235.1427998,260.762835,-549.3809658,175.9395693,413.1351824,379.2392324,-317.5588676,-343.8928365,425.986919,-238.821379,-379.2682109,-478.1859686,507.0377944,-331.5917484,-129.8172283,122.7433308,21.09100764,34.66869078,109.4078555,50.99145204,35.87729877,36.28795094,42.32286697,47.44340895,37.87806548,32.70828183,46.66501437,54.33783986,57.37837241,28.25360729,52.05292626,43.50508707,44.95138501,57.43041682,55.67837601,42.7376073,35.81554353,5.21246164,2.636375955,4.333586348,13.67598194,6.373931505,4.484662346,4.535993867,5.290358372,5.930426118,4.734758185,4.088535228,5.833126796,6.792229982,7.172296551,3.531700911,6.506615782,5.438135884,5.618923127,7.178802103,6.959797001,5.342200913,4.476942942,0.651557705
DVIT_1811,0.0264,-0.0026,0.0648,0.0271,vinifera,NA,NA,Olmo (035-41),table,DVIT 1811,8,35.84252464,-279.6548391,-117.8845038,464.4319243,-327.918704,176.9961498,252.9314829,290.7210215,-528.0637172,164.1708701,483.1662359,336.0400095,-416.189832,-317.5223323,504.9744989,-203.004251,-458.928949,-379.1827856,572.070966,-252.9957646,-265.1267369,-50.54363852,24.68550032,28.95998989,38.17519611,42.40825752,35.69656402,32.03930618,28.37755107,25.75431437,46.8303543,35.72753024,35.25951265,48.91481432,28.57499589,20.20563016,23.16637781,31.0143458,36.96938035,30.63607678,27.72926912,40.23409101,21.19536409,51.64209374,3.085687539,3.619998736,4.771899514,5.30103219,4.462070503,4.004913272,3.547193884,3.219289297,5.853794288,4.46594128,4.407439081,6.11435179,3.571874487,2.52570377,2.895797226,3.876793224,4.621172544,3.829509598,3.466158639,5.029261376,2.649420511,6.455261717
