dvit,genoPC1,genoPC2,genoPC3,genoPC4,species,country_sean,east_west,cultivar,vinif_type,dvit,length,x1_mean,y1_mean,x2_mean,y2_mean,x3_mean,y3_mean,x4_mean,y4_mean,x5_mean,y5_mean,x6_mean,y6_mean,x7_mean,y7_mean,x8_mean,y8_mean,x9_mean,y9_mean,x10_mean,y10_mean,oPC1_mean,oPC2_mean,x1_sd,y1_sd,x2_sd,y2_sd,x3_sd,y3_sd,x4_sd,y4_sd,x5_sd,y5_sd,x6_sd,y6_sd,x7_sd,y7_sd,x8_sd,y8_sd,x9_sd,y9_sd,x10_sd,y10_sd,oPC1_sd,oPC2_sd,x1_sd,y1_sd,x2_sd,y2_sd,x3_sd,y3_sd,x4_sd,y4_sd,x5_sd,y5_sd,x6_sd,y6_sd,x7_sd,y7_sd,x8_sd,y8_sd,x9_sd,y9_sd,x10_sd,y10_sd,oPC1_sd,oPC2_sd
DVIT_876,0.0142,0.0249,-0.0487,-0.0089,vinifera,Greece,central,Niaropes,wine,DVIT 876,8,57.57607,-331.3173813,-136.8064625,588.9463775,-283.9708463,101.5412313,232.2730713,164.3263538,-544.4404975,188.0216313,480.8585013,339.35001,-391.3749875,-298.0006275,475.1195638,-180.1702925,-491.3419913,-361.00588,602.1075813,-211.6914275,-96.12568994,-118.2739976,14.03626365,52.3332613,48.42806785,59.73278349,43.90884173,56.33839897,41.31344461,52.91894462,44.18203563,31.54670987,19.41794679,22.09432505,33.99851389,15.26046376,33.63132844,38.67660473,49.03132446,22.31033605,31.11216982,52.12253037,12.49486306,34.43138082,1.754532956,6.541657662,6.053508482,7.466597937,5.488605216,7.042299872,5.164180576,6.614868078,5.522754454,3.943338734,2.427243349,2.761790631,4.249814237,1.90755797,4.203916055,4.834575592,6.128915558,2.788792007,3.889021228,6.515316296,1.561857882,4.303922603
DVIT_1011,0.0033,0.0415,-0.0355,0.0177,vinifera,Greece,central,Voltzicki,wine,DVIT 1011,7,48.43364429,-198.1951057,-66.38940714,568.8463671,-343.0888486,174.4869129,269.3465,247.1591586,-594.8604929,135.1509257,499.9510786,291.4250386,-379.8546986,-331.19948,459.6389643,-180.74068,-438.3384157,-446.81372,545.16168,-260.1194186,-192.1613687,78.54889307,9.506418308,26.49884984,49.93962024,37.01939468,23.1442812,21.92862694,26.43202905,44.1614969,32.14869237,32.35669464,28.39282513,23.54629436,19.86660144,25.72508873,29.54832533,17.71841179,25.44944731,55.02409799,32.64538865,32.54166499,11.16117947,27.05401948,1.188302288,3.31235623,6.24245253,4.627424335,2.89303515,2.741078368,3.304003632,5.520187113,4.018586546,4.04458683,3.549103142,2.943286795,2.48332518,3.215636091,3.693540666,2.214801474,3.181180914,6.878012248,4.080673582,4.067708124,1.395147433,3.381752435
DVIT_635,0.0257,0.041,0.005,0.0051,vinifera,Greece,central,Arcathinoh,wine,DVIT 635,8,28.39413188,-225.3645469,-124.9034645,626.0177238,-281.4298333,111.2423438,221.4758715,184.9240498,-542.8582,171.5266098,501.1433665,330.974131,-321.830214,-283.9997988,406.9283203,-174.9813216,-469.3462443,-455.1078978,582.4262769,-285.2313194,-36.29196802,31.53650907,24.20975178,71.13187577,42.79965412,91.32183396,58.03189995,64.89352371,43.36417558,57.75219715,65.0268093,73.344838,80.61579639,22.5241559,79.19647498,57.27768309,85.09678528,27.53520626,76.00770295,37.6562479,46.99133716,72.93410658,92.51656743,83.94956568,3.026218973,8.891484472,5.349956765,11.41522924,7.253987493,8.111690464,5.420521947,7.219024644,8.128351162,9.16810475,10.07697455,2.815519488,9.899559372,7.159710386,10.63709816,3.441900783,9.500962869,4.707030988,5.873917144,9.116763322,11.56457093,10.49369571
DVIT_1841,-0.0471,0.0283,0.0254,-0.0044,vinifera,Serbia,central,Beli Potok,wine,DVIT 1841,8,21.54191463,-256.0453613,-124.4979798,657.4305413,-252.774887,62.60946275,229.434399,160.162056,-573.4664751,169.7114363,512.7686648,377.0681023,-344.360362,-303.4791703,407.2257946,-191.0971775,-446.377862,-398.0718726,570.506793,-278.2880169,6.5508042,13.88936372,15.68352778,36.26930521,25.86047272,56.05703063,95.50370887,61.96112053,58.84369814,78.45736358,75.3955316,33.99064301,42.89151751,46.14488898,45.36345159,31.00478175,61.65745573,40.23621658,56.67139718,28.24498891,34.40859845,34.43083679,118.8068689,61.3426966,1.960440972,4.533663152,3.23255909,7.007128828,11.93796361,7.745140067,7.355462267,9.807170447,9.42444145,4.248830376,5.361439689,5.768111122,5.670431448,3.875597718,7.707181966,5.029527073,7.083924647,3.530623613,4.301074806,4.303854599,14.85085862,7.667837074
DVIT_1041,0.0061,0.0598,-0.0207,0.0028,vinifera,Greece,central,Mavroudi,wine,DVIT 1041,8,37.89926,-203.7483613,-100.5397225,566.2584713,-369.029205,138.9515125,298.5877663,241.8953963,-552.01269,146.3783138,494.4319075,303.3818813,-390.8834063,-328.4290425,468.244095,-192.8171363,-448.3054638,-417.2593113,561.6074575,-254.6117225,-207.3110233,42.46922631,14.6435563,20.88599469,42.82743146,43.95724862,36.98425597,34.04521659,23.79270227,34.06326765,22.05910437,31.52297298,21.63852437,40.90979489,18.84703211,21.7691591,31.81727845,21.10508373,34.54741439,32.82169723,42.06902786,28.07717607,11.54523681,9.608471424,1.830444537,2.610749337,5.353428932,5.494656077,4.623031996,4.255652073,2.974087783,4.257908456,2.757388046,3.940371622,2.704815546,5.113724361,2.355879014,2.721144888,3.977159807,2.638135466,4.318426798,4.102712154,5.258628482,3.509647009,1.443154602,1.201058928
DVIT_770,0.0307,0.0322,-0.0213,-7.00E-04,vinifera,Greece,central,Karrithato,wine,DVIT 770,8,44.05360988,-249.3292029,-111.5939865,623.1644499,-316.8826141,166.7681616,263.5345945,244.1725175,-572.1913983,156.6129396,493.9010451,312.5780363,-360.5895388,-333.9064155,443.851644,-206.2491503,-413.6474511,-434.7704636,529.5640939,-279.0408728,-153.8978404,82.6814133,21.9148478,27.83662744,51.83277752,26.56742882,22.73988118,13.64327885,18.66169076,24.20572978,45.34984861,39.73640083,41.79359102,41.79852905,36.49364365,30.93071286,21.46555248,36.58615313,39.72324861,41.52603695,36.68428591,65.00374704,15.65804416,12.60442604,2.739355975,3.47957843,6.47909719,3.320928602,2.842485147,1.705409856,2.332711345,3.025716222,5.668731076,4.967050104,5.224198877,5.224816131,4.561705457,3.866339108,2.683194059,4.573269141,4.965406076,5.190754619,4.585535739,8.12546838,1.95725552,1.575553255
DVIT_789,0.0206,0.0456,-0.0332,-0.015,vinifera,Greece,central,Lagorthi,wine,DVIT 789,8,34.56631563,-177.3954356,-72.97012788,663.9874029,-270.707967,93.34460725,225.9992821,179.5557171,-616.2336639,140.6943339,520.8189196,314.8533526,-346.000509,-305.5550359,412.9888969,-180.0173381,-443.9688654,-461.3272538,555.5077139,-268.1403493,-18.78331508,93.2884521,14.76239933,22.75514282,92.08226011,44.95791357,32.44013068,39.29606439,37.25328242,37.91840824,43.32273485,35.15319633,52.09564605,41.66705114,41.98180346,14.00484212,43.58085473,31.14863812,17.39967194,59.88612984,35.51784934,39.18507392,26.98767476,12.98342253,1.845299916,2.844392852,11.51028251,5.619739197,4.055016335,4.912008049,4.656660303,4.73980103,5.415341856,4.394149541,6.511955756,5.208381393,5.247725432,1.750605265,5.447606842,3.893579765,2.174958992,7.48576623,4.439731167,4.89813424,3.373459345,1.622927816
DVIT_705,-0.0096,0.0423,-0.0243,0.0219,vinifera,Greece,central,Dehbina,wine,DVIT 705,8,38.088166,-216.7169056,-98.97813938,599.8131665,-345.1888105,150.3899624,284.7641726,245.489294,-570.5273785,151.5354488,511.137923,304.5486905,-361.8946789,-339.1866114,444.1844864,-204.094999,-436.9519574,-437.8514518,535.3662205,-253.9265969,-171.0129263,79.89232767,17.99456631,41.38592498,42.52514787,31.57532811,28.48807571,33.69236519,15.01478403,34.15206343,42.05620108,33.99275357,34.17170993,34.17640457,26.78912806,9.82617953,21.8843614,21.49380335,47.24946212,14.47938032,30.26193889,40.53806345,18.46229648,12.10187352,2.249320788,5.173240623,5.315643484,3.946916014,3.561009464,4.211545649,1.876848003,4.269007929,5.257025135,4.249094197,4.271463741,4.272050571,3.348641008,1.228272441,2.735545175,2.686725419,5.906182765,1.809922541,3.782742362,5.067257931,2.30778706,1.51273419
DVIT_638,0.0145,0.0311,-0.0199,-0.0163,vinifera,Greece,central,Askathari,wine,DVIT 638,8,37.20985013,-255.3382336,-84.047531,564.8300023,-252.0954763,93.59938813,202.6975963,114.4749746,-573.9024566,176.4642224,478.6708073,388.2280689,-366.7941701,-287.4001094,460.9622766,-179.9317558,-515.5070326,-392.5896463,612.8061325,-222.3369148,-22.4025302,-108.195656,28.96240262,22.7938545,37.61562726,63.22508289,66.39985043,77.33831842,57.48573331,121.7145705,43.06833466,37.10424111,33.85663843,61.05126584,68.80933261,23.42358822,81.97478269,29.73031309,39.38036416,36.72780241,45.51236018,41.77727695,64.83798732,50.93381711,3.620300328,2.849231813,4.701953407,7.903135361,8.299981303,9.667289803,7.185716664,15.21432132,5.383541833,4.638030139,4.232079804,7.63140823,8.601166576,2.927948528,10.24684784,3.716289136,4.92254552,4.590975301,5.689045023,5.222159619,8.104748415,6.366727139
DVIT_847,0.0169,-0.0241,-0.0062,-0.0024,vinifera,Greece,central,Moschardina,wine,DVIT 847,8,38.57009488,-236.2750174,-75.01662288,598.9683725,-266.274043,89.685003,258.6006705,226.7827526,-551.7128595,137.7943925,439.9212531,312.6750855,-311.127888,-286.4720265,380.2690531,-189.8502883,-458.2188506,-404.7023268,544.9891888,-248.6059474,-69.48354521,21.79777425,15.98251276,56.29101797,54.52496815,83.7522146,56.65212891,63.23751374,33.00078774,37.57971539,54.65502273,37.9151544,52.28481603,44.84203435,265.8515326,66.6752554,273.3645246,26.81302321,59.43751368,48.60736652,70.81258914,27.87246772,96.84654304,20.07433268,1.997814094,7.036377247,6.815621019,10.46902683,7.081516113,7.904689217,4.125098468,4.697464424,6.831877841,4.7393943,6.535602004,5.605254294,33.23144157,8.334406925,34.17056557,3.351627902,7.429689209,6.075920815,8.851573642,3.484058465,12.10581788,2.509291585
DVIT_1074,0.0251,0.0846,-0.0596,0.0266,vinifera,Serbia,central,Smederevka,wine,DVIT 1074,8,50.5155135,-284.4337571,-59.28350288,639.6712621,-247.0474515,66.48060488,192.9276824,130.9500394,-522.9428556,227.8539801,406.2700116,344.6773869,-410.0528096,-336.166582,475.6383965,-157.2405175,-487.8625049,-421.9999611,601.8375191,-209.7924523,-42.45668787,-134.8652071,22.27053407,31.2922287,54.55695486,52.15375472,87.5389436,76.43516087,31.15502122,58.38749077,43.75250833,38.22979512,70.47892044,53.08984885,19.38779489,52.43797442,34.31344797,18.36028897,46.94081411,36.59769247,40.01294879,18.4584245,99.75268421,26.72780986,2.783816758,3.911528587,6.819619358,6.51921934,10.94236795,9.554395109,3.894377652,7.298436347,5.469063541,4.77872439,8.809865056,6.636231107,2.423474361,6.554746802,4.289180996,2.295036121,5.867601763,4.574711558,5.001618598,2.307303062,12.46908553,3.340976233
DVIT_2117,-0.0217,0.0644,-0.0193,0.0681,vinifera,Greece,central,Malvasia Bianca,wine,DVIT 2117,8,38.059365,-286.39631,-112.642785,561.9330175,-321.4756925,133.5372838,267.9951063,209.96692,-541.7013863,130.8449375,492.07309,316.1376263,-405.683415,-297.9735663,478.4946713,-173.4087575,-484.3208938,-372.9105075,589.20194,-221.73063,-173.1327765,-59.30022538,15.80103298,38.72841167,62.5023839,95.60471038,36.77676509,21.35366184,35.06628896,59.42023984,47.0640659,47.27321423,42.64128574,38.77408492,28.08596183,43.14124702,21.30065111,17.79070715,32.33798641,67.31284834,45.19718832,26.01828621,20.28190782,49.49941316,1.975129123,4.841051458,7.812797988,11.9505888,4.597095636,2.669207729,4.38328612,7.42752998,5.883008238,5.909151778,5.330160718,4.846760615,3.510745228,5.392655878,2.662581389,2.223838394,4.042248302,8.414106043,5.649648539,3.252285776,2.535238477,6.187426645
DVIT_767,0.0139,0.0642,-0.0408,0.026,vinifera,Hungary,central,Kadarka,wine,DVIT 767,8,32.6864275,-178.7286888,-46.0170125,672.8922975,-324.015755,114.1916538,261.8956275,214.1993688,-606.8605625,118.1865888,499.3656888,305.0698425,-346.76893,-342.0049675,426.231055,-193.354565,-407.8466575,-441.3504575,511.3301225,-269.101075,-97.05817905,137.8421363,20.30072691,37.34366456,76.50344143,40.07876123,35.66851083,32.0440699,26.40834036,39.33849827,64.2967235,55.93589267,40.29180951,38.07000498,29.4306912,37.51650373,37.55360056,25.60758232,28.89074969,57.46201834,34.97405066,50.33391314,10.02537783,18.76719179,2.537590864,4.66795807,9.562930178,5.009845154,4.458563853,4.005508738,3.301042545,4.917312284,8.037090437,6.991986584,5.036476189,4.758750623,3.6788364,4.689562966,4.694200071,3.20094779,3.611343712,7.182752293,4.371756333,6.291739143,1.253172229,2.345898974
DVIT_2701,-0.0384,-0.0554,-0.0455,0.0226,vinifera,Hungary,central,Agria,wine,DVIT 2701,8,24.67504583,-216.642457,-84.60245201,576.3818901,-330.2017643,118.7620062,260.7041605,225.9364142,-590.7147054,117.5015253,529.29349,309.4170162,-372.582225,-308.2935507,451.3722598,-180.9121624,-457.9037084,-398.0410221,569.9599017,-244.1096549,-140.917782,39.45285421,16.43205715,33.55548182,58.92197647,52.7232939,86.98633212,58.35838039,30.44582016,47.64255772,25.19240762,32.8799128,37.75930844,44.0906398,46.66369757,27.73402325,46.4909325,44.69548473,57.35934887,41.84214903,24.53754992,63.67862342,1.92769793,32.08188425,2.054007143,4.194435228,7.365247058,6.590411737,10.87329152,7.294797549,3.80572752,5.955319715,3.149050953,4.1099891,4.719913555,5.511329976,5.832962196,3.466752906,5.811366563,5.586935592,7.169918609,5.230268629,3.06719374,7.959827928,0.240962241,4.010235531
DVIT_2080,-0.0201,0.0746,-0.0364,0.1386,vinifera,Romania,central,Grassa De Cotnari,wine,DVIT 2080,8,51.73695375,-300.2047588,-86.23631375,550.9493338,-344.9722325,134.0947375,276.3684513,222.427705,-552.7554875,150.1674488,474.1883975,301.2089738,-411.9910038,-321.5258538,489.291745,-173.8762975,-481.812835,-367.65703,586.1823263,-195.5842725,-207.6252159,-77.23169579,22.84943025,30.47234118,57.08296809,24.89953137,11.58035771,32.09212618,30.9719175,16.92327456,27.3408813,19.30388478,38.00290482,45.5411742,25.52954615,33.36092151,17.52512114,37.05603229,27.04148481,42.63989309,27.43668997,57.30360388,3.993780631,31.28230127,2.856178782,3.809042648,7.135371011,3.112441421,1.447544714,4.011515773,3.871489687,2.11540932,3.417610162,2.412985597,4.750363102,5.692646775,3.191193269,4.170115188,2.190640143,4.632004036,3.380185601,5.329986636,3.429586246,7.162950485,0.499222579,3.910287659
DVIT_963,0.0109,0.0372,-0.0231,0.0313,vinifera,Greece,central,Staphythostaphylo,wine,DVIT 963,8,38.3072375,-275.2801863,-100.7607188,549.0757713,-299.6479325,125.2501213,255.2332188,215.2655675,-551.95214,169.788555,492.9467375,335.0679463,-398.6648875,-314.79644,462.9924363,-176.0607763,-489.2200113,-403.1165713,590.7660625,-225.1939863,-147.9208829,-61.34259958,18.11611921,35.86401475,43.2288242,60.92598505,37.53624551,53.19438229,32.42728449,50.92216588,31.04522023,57.35961432,49.07616137,38.71830163,47.68200124,45.77882509,46.66692668,25.47946479,20.91499479,59.42744743,46.83642244,44.12852113,85.28099481,16.10516721,2.264514902,4.483001844,5.403603025,7.615748132,4.692030689,6.649297786,4.053410561,6.365270736,3.880652529,7.16995179,6.134520172,4.839787704,5.960250155,5.722353136,5.833365835,3.184933098,2.614374349,7.428430929,5.854552805,5.516065141,10.66012435,2.013145901
DVIT_1069,-0.0104,0.0543,-0.0307,0.0955,vinifera,Serbia,central,Beli Prokupac,wine,DVIT 1069,8,27.0703475,-203.7298113,-75.59951,627.3745238,-304.3013588,109.5938525,238.7128513,195.7820188,-595.2222038,183.54803,493.4137275,326.5407525,-371.5570538,-351.1200588,459.6442963,-195.08687,-403.4344538,-431.7443288,531.2733625,-261.1581138,-98.42423033,68.81841147,10.46869418,48.5566187,40.31666142,71.13903687,44.94052702,34.95939704,44.48855954,46.37158289,40.81512937,53.20169663,51.12493607,57.19002911,54.21818398,29.31044051,63.41000498,36.26503739,61.24085275,61.29979354,50.62946687,55.30403106,2.152806911,6.342295135,1.308586773,6.069577337,5.039582678,8.892379608,5.617565877,4.36992463,5.561069943,5.796447862,5.101891171,6.650212079,6.390617008,7.148753639,6.777272998,3.663805063,7.926250622,4.533129674,7.655106594,7.662474193,6.328683359,6.913003883,0.269100864,0.792786892
DVIT_722,0.0251,0.0376,-0.05,-4.00E-04,vinifera,Greece,central,Fokianoh,wine,DVIT 722,8,39.6472235,-284.4688896,-76.43501475,563.7517098,-252.8079234,87.45635013,212.589324,175.2449248,-531.897374,204.7460264,428.8862864,343.6478883,-428.015307,-320.1991043,515.2301215,-165.0562249,-509.6768806,-399.3648494,602.4795431,-205.7578326,-114.0407236,-151.4393028,15.713628,29.71391389,41.7054523,63.35720285,67.15318374,69.7287516,46.98594941,72.08028878,43.07462776,50.73699141,29.90872532,27.60071906,46.04827511,30.18397331,21.37960241,49.53194214,45.29764319,21.91360508,29.05134203,35.1012528,13.09917358,73.67263623,1.9642035,3.714239236,5.213181538,7.919650356,8.394147967,8.71609395,5.873243676,9.010036098,5.38432847,6.342123926,3.738590664,3.450089883,5.756034389,3.772996664,2.672450301,6.191492767,5.662205399,2.739200635,3.631417754,4.3876566,1.637396698,9.209079528
DVIT_934,-0.0161,0.0308,-0.0371,0.0696,vinifera,Greece,central,Thiako,wine,DVIT 934,8,44.5512975,-280.0867573,-66.6991175,561.1242421,-308.6008494,121.6019603,247.7380465,206.0617635,-524.2176579,201.944683,418.372126,351.2962309,-415.0173245,-347.5285639,497.5928979,-182.7366303,-477.43089,-402.6056444,583.7114841,-229.071299,-173.0123823,-98.36497423,22.98469205,40.03257628,52.34660594,91.8787877,48.68361458,48.10217021,30.49976424,67.004454,47.06161547,34.0436687,51.90752043,28.96126588,27.49720288,14.77188602,19.67062228,29.56138529,44.13110256,27.1756664,25.00516895,40.09125422,14.88553746,6.80741833,2.873086507,5.004072035,6.543325742,11.48484846,6.085451823,6.012771276,3.81247053,8.37555675,5.882701933,4.255458588,6.488440054,3.620158235,3.43715036,1.846485753,2.458827785,3.695173161,5.51638782,3.3969583,3.125646118,5.011406778,1.860692183,0.850927291
DVIT_2639,-0.0263,-0.0074,-0.0403,0.0141,vinifera,Hungary,central,Kecskemet,wine,DVIT 2639,8,24.14575344,-235.0161056,-86.6249271,579.7794807,-274.9686095,78.84846956,248.3538256,195.3731337,-544.8990171,149.7430898,484.8772624,330.1810717,-447.4709519,-317.3353806,488.8740886,-167.455914,-471.0458894,-392.7973578,578.7584551,-221.3204974,-129.5347386,-57.94593149,23.46490584,44.47513245,55.46491468,68.24839271,62.73508819,54.04389424,48.27145603,93.70213499,57.60215662,64.68193693,42.51269484,42.45037519,31.31203945,33.81478026,52.19311805,28.11369048,35.94522816,59.18435009,51.26036564,35.11116246,5.131336575,15.87329976,2.933113229,5.559391557,6.933114335,8.531049089,7.841886023,6.75548678,6.033932004,11.71276687,7.200269577,8.085242116,5.314086854,5.306296899,3.914004931,4.226847533,6.524139756,3.51421131,4.49315352,7.398043761,6.407545705,4.388895307,0.641417072,1.98416247
DVIT_748,0.0038,0.0619,-0.0541,0.0689,vinifera,Hungary,central,Green Hungarian,wine,DVIT 748,4,20.64298738,-221.8062305,-68.30332685,575.0392212,-352.9002101,152.0488404,283.95134,233.0718943,-562.5399865,116.9772421,487.7630899,274.5553349,-404.2248751,-322.0029574,486.0125867,-164.7960642,-466.4632933,-419.3451503,576.0616858,-223.7421257,-210.1947224,14.25780494,27.87046497,44.5941948,53.32836789,24.80587344,15.06506497,27.70802068,16.0534125,9.509446111,40.93149651,16.01197187,42.57925544,26.94820031,26.07229548,15.86488998,29.20824306,8.825891646,27.06893897,24.34076362,34.89591725,35.26744776,0,0,3.483808121,5.57427435,6.666045987,3.10073418,1.883133122,3.463502585,2.006676563,1.188680764,5.116437063,2.001496484,5.322406929,3.368525038,3.259036935,1.983111248,3.651030382,1.103236456,3.383617371,3.042595452,4.361989657,4.40843097,0,0
DVIT_1021,-0.0164,0.0655,-0.0435,0.116,vinifera,Greece,central,Zalovitico,wine,DVIT 1021,8,24.8395195,-177.8428018,-78.66423338,608.6666573,-349.1086904,143.1045398,293.5848324,243.5804496,-591.8356468,139.733776,502.8684275,292.8616913,-367.4487408,-356.2056968,459.4678335,-204.0806628,-406.9618486,-430.3771644,513.2585419,-259.4407919,-179.4224665,120.3654209,15.96995491,22.60976299,44.16146387,31.95238798,71.55497529,46.32691619,49.24903401,36.63239968,28.42506733,22.4009754,20.13490047,39.85485686,24.4024336,25.46822714,22.05266301,32.04293829,26.56087843,26.86441873,26.95085713,41.47022931,25.4579782,35.98661663,1.996244364,2.826220374,5.520182984,3.994048498,8.944371912,5.790864524,6.156129251,4.57904996,3.553133416,2.800121924,2.516862559,4.981857107,3.0503042,3.183528392,2.756582876,4.005367286,3.320109804,3.358052342,3.368857142,5.183778664,3.182247276,4.498327078
DVIT_1007,-0.0091,0.0659,-0.0375,0.0587,vinifera,Greece,central,Vertzami,wine,DVIT 1007,8,37.35795375,-202.2575913,-97.61034113,589.5023685,-307.869023,145.4471301,250.0347634,217.5074635,-580.9808054,158.0949259,509.2723214,306.9378235,-392.382325,-337.0970544,473.8739886,-180.0589414,-442.4036069,-436.6291719,550.7070756,-261.4469528,-146.8668954,50.09158598,7.869672051,30.5165991,44.95552381,63.14292888,38.70639562,34.45333683,24.4371105,44.88805134,32.25402201,51.45982541,45.44068341,14.8915104,33.03155841,26.16344179,26.73779426,23.38992024,35.25004331,32.20286299,33.60030407,32.35809777,3.248404796,18.75903609,0.983709006,3.814574888,5.619440476,7.89286611,4.838299452,4.306667103,3.054638813,5.611006417,4.031752752,6.432478176,5.680085426,1.8614388,4.128944801,3.270430224,3.342224282,2.92374003,4.406255414,4.025357874,4.200038009,4.044762221,0.406050599,2.344879511
DVIT_715,0.0116,0.0349,-0.0051,0.0237,vinifera,Hungary,central,Ezerjo,wine,DVIT 715,8,51.08211288,-253.6309748,-76.947482,598.8081788,-292.2231333,105.9456343,263.3621901,192.2494281,-572.7459016,159.4089174,473.04436,309.9563489,-424.6503658,-336.7972789,496.2493675,-169.935949,-481.0048775,-399.4445974,563.833731,-206.559706,-143.7391031,-50.3868804,12.63827522,35.93992381,36.90120946,37.11900349,49.900571,36.57353348,35.45515342,63.38863226,32.04016934,25.87737346,33.29985456,25.81073044,24.8528849,26.30327288,13.5603389,23.59832511,32.17459218,35.11231661,28.86191702,33.07583322,28.79115597,19.28245082,1.579784402,4.492490476,4.612651182,4.639875436,6.237571374,4.571691685,4.431894178,7.923579032,4.005021167,3.234671682,4.162481821,3.226341305,3.106610613,3.287909109,1.695042363,2.949790639,4.021824023,4.389039576,3.607739628,4.134479152,3.598894496,2.410306353
DVIT_636,0.0352,-0.0064,0.0084,-0.0023,vinifera,Greece,central,Arhaniotico Kokino,wine,DVIT 636,8,33.136455,-336.50465,-92.14998125,531.1045575,-291.5534288,149.1019163,226.6925088,244.2753663,-510.2961288,193.2919663,439.544805,335.812715,-398.6554638,-318.8242563,487.0613563,-181.6589588,-499.0769788,-399.19901,605.29685,-217.3996463,-187.1048553,-129.0056161,14.35239043,35.02689902,44.21229465,53.69468783,47.45347814,34.11231176,28.10976825,23.51272268,24.13278782,34.74161795,34.89529247,47.58219849,41.12141607,33.51076517,38.27227098,44.9983666,54.29977591,39.5726939,39.05781137,51.87891977,22.55917736,52.53734025,1.794048804,4.378362378,5.526536831,6.711835978,5.931684767,4.264038971,3.513721031,2.939090335,3.016598477,4.342702244,4.361911559,5.947774811,5.140177008,4.188845647,4.784033872,5.624795825,6.787471989,4.946586738,4.882226421,6.484864971,2.81989717,6.567167532
DVIT_2672,-0.0689,0.0123,0.0455,-0.018,vinifera,Hungary,central,Ezerfuertu,wine,DVIT 2672,8,38.8761275,-230.1780563,-113.8056475,540.8966838,-335.1588175,121.287855,281.2591413,224.9880013,-562.4653313,141.6551825,512.7791825,302.0384513,-415.1899138,-306.2267063,495.1808675,-173.98802,-469.410235,-389.9785663,567.934625,-230.494825,-192.7083916,-13.71140072,16.46740432,35.33278872,53.10387199,59.56406987,47.31669248,40.58548496,23.94891757,32.51838141,45.52830189,32.22155403,50.53015883,26.27432642,35.37890878,26.88301959,39.76303993,30.77021505,43.80056989,40.12982762,37.52785615,33.76561016,7.808732436,22.3221296,2.05842554,4.41659859,6.637983999,7.445508734,5.914586559,5.07318562,2.993614696,4.064797676,5.691037736,4.027694254,6.316269854,3.284290803,4.422363598,3.360377449,4.970379992,3.846276881,5.475071236,5.016228452,4.690982019,4.22070127,0.976091554,2.790266201
DVIT_1039,-0.0026,0.0479,-0.0567,0.0649,vinifera,Greece,central,Marditza,wine,DVIT 1039,8,38.03419613,-251.4245305,-78.81911538,509.3070285,-349.6723,185.9503154,285.7493175,254.6949708,-528.3647653,160.8265519,464.9762411,299.1538763,-417.9998023,-345.1493545,504.7531286,-176.6267615,-470.7138233,-421.176225,552.0569216,-215.5558711,-268.0728565,-32.28963073,21.31285209,34.42741055,49.69481787,53.69453032,16.30744167,20.61591048,28.76071433,44.62033135,33.35638806,34.42851064,41.22489446,33.32670586,37.47693173,17.67408234,20.40118157,32.83584364,28.06991445,37.42328325,11.98604789,48.22634486,28.51440075,0.526159489,2.664106511,4.303426318,6.211852234,6.71181629,2.038430209,2.57698881,3.595089291,5.577541419,4.169548507,4.30356383,5.153111808,4.165838232,4.684616467,2.209260293,2.550147696,4.104480455,3.508739306,4.677910406,1.498255986,6.028293108,3.564300094,0.065769936
DVIT_1028,-0.0285,0.0524,-0.0278,0.1006,vinifera,Greece,central,Hondromavroudo,wine,DVIT 1028,8,43.2107925,-231.5284913,-107.82326,603.4773563,-335.6362963,157.6264088,288.5994638,239.8732625,-540.1475,169.8300025,445.4179713,320.8548163,-381.2624088,-351.9581238,473.438335,-211.743505,-430.3463738,-418.9773075,544.5492913,-277.45441,-194.6665824,39.01242236,8.983103476,33.22982849,47.90243204,49.1500313,48.96619125,38.300338,42.34332044,46.10433612,33.29370024,34.24428503,41.87101805,41.48634227,30.83794344,25.25421663,30.20715803,25.52005767,24.14200307,26.12077365,27.04017243,40.61940787,0.424013007,11.12933233,1.122887935,4.153728562,5.987804005,6.143753912,6.120773906,4.78754225,5.292915055,5.763042015,4.161712531,4.280535629,5.233877256,5.185792783,3.85474293,3.156777078,3.775894754,3.190007208,3.017750383,3.265096706,3.380021554,5.077425984,0.053001626,1.391166541
DVIT_755,0.0019,0.0508,-0.032,0.051,vinifera,Hungary,central,Harslevelu,wine,DVIT 755,8,25.20962025,-252.8848285,-87.89566,552.1829738,-333.4850765,135.4417686,282.3281725,275.8796073,-550.3943471,120.798127,497.5574471,290.5495316,-418.7997976,-319.0068399,489.7665121,-176.4680335,-465.3551013,-396.7263221,561.0682293,-229.7659855,-229.5484053,-3.124885005,22.8231971,29.93192624,44.43929895,46.83764899,46.0430306,49.75132394,11.94594853,27.18774527,16.74026574,19.02961735,24.66092777,29.14992782,19.5002473,20.55456246,25.11194217,26.39848038,28.39071852,41.39883212,27.79975356,38.70155579,22.12112095,14.6131266,2.852899637,3.74149078,5.554912368,5.854706124,5.755378825,6.218915492,1.493243566,3.398468159,2.092533217,2.378702169,3.082615972,3.643740978,2.437530913,2.569320307,3.138992772,3.299810047,3.548839815,5.174854015,3.474969195,4.837694473,2.765140119,1.826640825
